event,start,end,group,notes,category
,2023-06-27,2023-07-04,Lower Sacramento RST,Active,1
,2023-06-27,2023-07-04,Feather River (upper DWR) RST,Active,1
,2023-06-27,2023-07-04,Feather River (lower CDFW) RST,Active,1
,2023-06-27,2023-07-04,SJRRP CDFW Field Monitoring,Not Active,4
,2023-06-27,2023-07-04,SJRRP USBR Field Monitoring,Interrupted,3
,2023-06-27,2023-07-04,Stanislaus Fish Weir,Not Active,4
,2023-06-27,2023-07-04,American River Carcass/Redd Surveys,Not Active,4
,2023-06-27,2023-07-04,Caswell RST,Active,1
,2023-06-27,2023-07-04,Wallace Weir,Not Active (due to low flows),4
,2023-06-27,2023-07-04,Butte Creek RST,Active,1
